"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"RIPK4",-1.12766509687396,8.68306795111702,-8.21684132809665,1.06139888104639e-12,3.72301244632591e-12,17.7381202954837
"TAS2R8",0.408767333482292,3.80671714510638,8.21652778385251,1.06301986402754e-12,3.72805037631067e-12,17.7366025941357
"AEBP1",-1.48329953083125,9.95676197024468,-8.21479254926193,1.07203550687061e-12,3.75901539874383e-12,17.7282034185489
"TWIST1",-1.54069160579375,8.4941727511383,-8.21455271639254,1.07328756913934e-12,3.76275195552186e-12,17.7270425622473
"HMCN1",-1.65175171048958,6.63875144243617,-8.21404488730563,1.07594353351388e-12,3.77140818633391e-12,17.724584550043
"TEDC1",0.779573812412498,6.07424082808511,8.21058879887065,1.09419378175469e-12,3.83471316151328e-12,17.707856943377
"FBN2",1.68403258126563,4.52167513202128,8.21011333909443,1.0967285181102e-12,3.84292911128788e-12,17.7055557910789
"TPTE2P2",0.737569288589584,4.11535479264894,8.20796375845677,1.10826142473963e-12,3.88266626202396e-12,17.695152429365
"MYO1A",0.851561956195833,5.40831737784043,8.2065015202333,1.11617559205886e-12,3.90971398377714e-12,17.688075871245
"KIAA1958",1.07911247712812,6.13052959525532,8.20623507549855,1.11762374206966e-12,3.9141072334187e-12,17.6867864244817
"LRRC20",0.640033156152082,6.42593015368085,8.20595676213274,1.1191383982574e-12,3.91873183414802e-12,17.6854395475383
"GPRIN2",-0.830631642743751,7.90424001321277,-8.2054184643182,1.12207376607361e-12,3.92832867661123e-12,17.6828345168463
"GNB1",-0.933704859722916,9.36316808547872,-8.20321793216223,1.13415338574017e-12,3.96993024356468e-12,17.6721855917574
"DNAJC10",-0.838220839512504,7.36517599660638,-8.20256614470262,1.13775612454566e-12,3.98185050489077e-12,17.6690315215109
"NOL8",0.605949426390625,8.21739667341489,8.20149996996856,1.14367397797115e-12,4.00186752728707e-12,17.6638722771839
"RAPGEF2",-1.66770775873437,7.48485001369149,-8.2000331580847,1.15186574208734e-12,4.02983294722635e-12,17.6567745249357
"S100PBP",0.895464683102086,7.63340863952128,8.19987550474979,1.15274966726999e-12,4.03222643579034e-12,17.6560116693503
"LRRC8A",-0.591840335817709,7.10673568892553,-8.19927179059249,1.15614080479287e-12,4.04338760407807e-12,17.6530904300836
"WDFY3",-0.869569474802086,8.19956763465957,-8.19821176519249,1.16211916621461e-12,4.06359167216034e-12,17.6479612894141
"PIGS",0.435290837514584,8.06829408493617,8.19796432307729,1.16351912581432e-12,4.06778217847053e-12,17.6467640083477
"ZNF490",0.801039096790622,6.55170807318085,8.19788626080248,1.16396112934185e-12,4.06862270064192e-12,17.6463862950778
"DYNLL1",-0.842067753568745,11.794009947734,-8.19764594929742,1.1653228696164e-12,4.07267731211564e-12,17.6452235241096
"STARD8",0.575632715608333,6.45775075693617,8.19703658599288,1.16878298538633e-12,4.08406284523065e-12,17.642275085334
"LOC100289230",0.663959245338542,4.9296571886383,8.19643856376265,1.17218865641734e-12,4.09525422407324e-12,17.6393815569797
"PHF14",0.99126734688333,8.28437220396808,8.19515017202734,1.17955954226097e-12,4.12029253053879e-12,17.6331477995563
"LDHA",-0.916003621299996,12.501495783734,-8.19448610509196,1.18337668514114e-12,4.13291082128457e-12,17.6299348413452
"USP10",-1.06079615355937,7.80793357645745,-8.19424675121769,1.18475553779928e-12,4.13701055699012e-12,17.6287767851572
"SOAT1",-2.52243885134687,7.74171503758511,-8.19362789562286,1.18832802153126e-12,4.1487674206133e-12,17.6257826276506
"EIF3K",-0.480773479012502,11.2576321459468,-8.19339459421327,1.18967759081118e-12,4.15276077747182e-12,17.6246538747987
"ADAM1A",1.46980498691042,5.09461189260638,8.19262779125338,1.19412405271852e-12,4.16756108525297e-12,17.6209439868759
"MCFD2",-0.919179568147914,9.03825668145745,-8.19197850902766,1.1979019908909e-12,4.18002349276471e-12,17.6178027248496
"TTYH3",0.636976889170829,7.55661364610638,8.19187718949362,1.19849260584009e-12,4.18136149760944e-12,17.6173125393477
"CPLX3",1.87398226907812,6.0307822175,8.19184098406056,1.19870372602331e-12,4.18137526829045e-12,17.6171373771413
"CTBP1",0.909760730063542,10.1185350628723,8.19032179714506,1.20759584776852e-12,4.21166528348228e-12,17.6097876556954
"SLC12A1",0.213603970944793,3.48871445601064,8.19022118860588,1.20818704586411e-12,4.21299916148502e-12,17.609300926691
"DRAXIN",1.25254067509896,4.39568324620213,8.18968813971831,1.21132417436971e-12,4.22320881176436e-12,17.6067221331515
"MRRF",-0.473694532487497,6.94035003457447,-8.18839874378377,1.21894619943426e-12,4.24904855668077e-12,17.6004843880556
"HBE1",-0.292138801052082,4.50718027464894,-8.1883312732277,1.21934635219508e-12,4.24970945024231e-12,17.6001579885411
"SPINK1",-0.438459876308332,4.18464630979787,-8.18767579090938,1.22324068996253e-12,4.26254607139395e-12,17.5969870126714
"ADAMTSL4",-1.40622688413333,5.65560037191489,-8.18589972082155,1.23385503303569e-12,4.29879097734497e-12,17.5883952734008
"AMIGO2",1.76277853205938,8.47143637035106,8.18272863300498,1.25303513621951e-12,4.36486160757997e-12,17.5730559250211
"E2F6",0.544724541252084,7.69044951462766,8.18267166583069,1.25338240070816e-12,4.36531785910144e-12,17.5727803697532
"WDR91",0.447951134597916,5.06091245503191,8.18226562787951,1.25586033428618e-12,4.37319343114180e-12,17.5708163376989
"DNAJB6",-1.18602545632605,8.39187997670213,-8.18176151135786,1.25894360632366e-12,4.38317384965162e-12,17.5683779163466
"PPM1N",0.807025194272918,5.37421987280851,8.18072572911656,1.26530233482018e-12,4.40455278090301e-12,17.5633678981381
"RWDD2B",-1.64324930466771,6.14991569428723,-8.18049755865568,1.26670738213812e-12,4.40868340984545e-12,17.5622642655067
"SSBP3-AS1",0.918368370880205,5.61117483153191,8.17978576601328,1.27110051554307e-12,4.42321063882859e-12,17.5588214452942
"CDIPT",-0.460332071874998,10.8364138483511,-8.17802642550099,1.2820242807277e-12,4.46045441439875e-12,17.550312033611
"CACNG4",0.715387830805206,4.85948658597872,8.17773270699853,1.28385707171065e-12,4.46606123377042e-12,17.548891434265
"CCNA1",1.64670052722604,4.63914004109574,8.17456587395342,1.30378455602136e-12,4.53459998176446e-12,17.5335752800677
"NABP2",0.991368383255208,6.63392184044681,8.16957113418011,1.33584239259629e-12,4.64529755509492e-12,17.5094206598711
"GMDS-DT",0.760585645278128,4.82971419647872,8.16838488566051,1.34357080523913e-12,4.67136771096321e-12,17.5036843213305
"NRIP3",0.874925823458335,6.01923082515957,8.16782922909973,1.34720621393988e-12,4.68320065724225e-12,17.500997383861
"USP24",-0.55128341670729,7.40896691167021,-8.16423501851239,1.37095938219808e-12,4.76495147423865e-12,17.4836179510324
"SEC61B",0.52751164331875,4.36918142756383,8.16403226012738,1.37231172210366e-12,4.76883049022351e-12,17.4826375732324
"GTF2H4",1.20151685044062,6.33221213246808,8.16059514991308,1.39543953217052e-12,4.84836565291748e-12,17.4660190909987
"LBP",-0.419610990559375,5.30901593611702,-8.15987064093995,1.40036398258924e-12,4.86463791060217e-12,17.462516233276
"LOC101929480",0.36614119871771,4.64842255007447,8.15904607841239,1.40598956020115e-12,4.88333975108241e-12,17.4585297019754
"WDR35",0.730659960486453,7.5593771816383,8.15872477568216,1.4081877389802e-12,4.89013302406012e-12,17.456976311235
"EVI2B",-1.50772852001042,7.27324913164894,-8.15847335363266,1.40991021971158e-12,4.89527231454305e-12,17.4557607775058
"HYMAI",-0.699145378669789,5.69127409187234,-8.15815681658952,1.41208178545668e-12,4.90160617127172e-12,17.4542304458195
"GMCL1",0.811307925063536,8.23029431789362,8.15813666008007,1.41222017965342e-12,4.90160617127172e-12,17.4541329973998
"ZSWIM3",0.491684886970832,5.82088337567021,8.15730714607574,1.41792734287715e-12,4.92056870035926e-12,17.4501226751521
"LRMDA",-0.587237258871877,6.0787118072234,-8.15589498772291,1.42769607926298e-12,4.95361697915844e-12,17.4432956958549
"PPP2R5B",0.507876593195832,7.8340581338617,8.15325188509707,1.44616053219771e-12,5.01681987303994e-12,17.4305183561282
"TRAPPC11",-1.06179006853542,7.51207988015957,-8.15296729455059,1.44816278632748e-12,5.02290247747853e-12,17.4291426257792
"LAMA3",-0.973368444686463,8.13997403982979,-8.14964500955834,1.47174223648411e-12,5.10380988985548e-12,17.4130830899044
"C1orf53",1.34600501774375,5.13537775864894,8.14949765521626,1.47279687597408e-12,5.10658982095599e-12,17.4123708227447
"CD1D",0.481724093465625,4.09940308069149,8.14932341608696,1.47404490588584e-12,5.11003921942527e-12,17.4115286054029
"NR1I3",-0.30769255524479,4.65895605690426,-8.14824274876019,1.48180901317378e-12,5.13607269670039e-12,17.4063050684732
"TJAP1",1.20958994898958,6.45598012326596,8.1435841514894,1.51574799644707e-12,5.25280330453552e-12,17.3837885588585
"IPPK",-0.571456979250001,7.71240372125532,-8.14354893364442,1.516007493877e-12,5.25280330453552e-12,17.3836183481929
"PTPN5",-0.410298812443751,4.43289009284043,-8.14335323025038,1.51745031162509e-12,5.25690004111382e-12,17.3826725003649
"ZNF213-AS1",0.539225834102083,4.46719505384043,8.14298628771379,1.52015927323889e-12,5.26538091844524e-12,17.3808990528417
"TEX15",1.83235991963438,3.97357132479787,8.14202805155394,1.52725621294577e-12,5.2890549323755e-12,17.3762679263674
"CYP2B7P",0.63750500928542,4.98554029629787,8.14152961975466,1.53096076494689e-12,5.30031104603814e-12,17.3738590583086
"PPP3CC",-0.567994439323959,5.13774786232979,-8.14152008349469,1.53103172959433e-12,5.30031104603814e-12,17.3738129708272
"MRTFB",-0.564220617140624,9.52765629791489,-8.14052342764153,1.538466500533e-12,5.32470241422242e-12,17.3689963173428
"DPYD",-1.42272685026042,8.22662636287234,-8.14050490844326,1.53860498834391e-12,5.32470241422242e-12,17.3689068184612
"NFATC2",-1.15351101753855,7.41319381006383,-8.14008576037267,1.54174272940596e-12,5.33464658110758e-12,17.3668811850667
"MAP3K13",-0.4662560211,5.37637502538298,-8.14003228590272,1.54214349735607e-12,5.33511865052066e-12,17.3666227582069
"SGPL1",-0.871720314373958,8.93148535167021,-8.13953194765312,1.54589834747563e-12,5.34719217602411e-12,17.3642047806193
"IRAK4",-0.65410874285729,6.91218669896809,-8.13675398347039,1.56691219466016e-12,5.41894942166313e-12,17.3507802277948
"SPTSSA",-1.27672370197083,8.95052591217021,-8.13624383185813,1.57080203798732e-12,5.43147122369333e-12,17.3483150002705
"LOC100506016",0.255838696245832,3.81267895442553,8.13426009688731,1.58601942174761e-12,5.48315004952588e-12,17.3387291715294
"IMPDH2",-0.752738942562496,11.1439000363298,-8.13131484650975,1.60888396022845e-12,5.56124421464134e-12,17.3244978568167
"CYP4F30P",0.382555091435416,3.72833182248936,8.12981890060432,1.6206227198744e-12,5.60086101973032e-12,17.3172698635477
"LOC155060",0.670994635369794,6.89659509735106,8.127680245879,1.6375531774988e-12,5.65840366058178e-12,17.3069368892616
"LOC100506473",0.680300551392707,5.11319057489362,8.12613016074097,1.64993430303646e-12,5.70020952382485e-12,17.2994479075798
"CRAT",-1.72907690178542,8.55368177395745,-8.12558307395552,1.65432632307396e-12,5.71440495954163e-12,17.2968048081278
"VPS36",-0.939815215095837,9.61518650596808,-8.12512669771406,1.65799902624034e-12,5.72611128449842e-12,17.2945999758928
"TYRO3",-0.853318056126039,7.36961542653192,-8.12484732038123,1.66025133157936e-12,5.73290891792406e-12,17.2932502667187
"BCAP31",-0.390059055314584,10.173105607234,-8.12452137630094,1.66288290480601e-12,5.7410136277283e-12,17.291675597786
"TMEM86A",-0.756173688319794,6.42592475326596,-8.12429641300153,1.66470161316512e-12,5.7463096730822e-12,17.2905887837963
"ZBTB9",0.632373324406252,6.59787518384043,8.12230663318174,1.68087443922265e-12,5.80114377681784e-12,17.2809762461643
"ZNF106",-0.658132855336462,8.20655960156383,-8.12205106157022,1.68296302265886e-12,5.80735898210358e-12,17.2797416214281
"HLA-DPB1",-1.40745170728959,10.9289427725638,-8.12168126362536,1.68598966444123e-12,5.81680844400297e-12,17.2779552001526
"KCNA5",0.946327129062502,5.24129823944681,8.1205511202414,1.69527306355109e-12,5.84783733407139e-12,17.27249578902
"LRP1",-0.986752954792711,8.05510927857447,-8.11932334282331,1.70541617915941e-12,5.88182070129432e-12,17.2665648880717
"ZNF793",0.707123809317708,6.102242507,8.11719192430252,1.72316837723988e-12,5.94203098544892e-12,17.2562692384354
"PCF11",-0.635392674205212,7.99046332964894,-8.1168706147825,1.72586042499374e-12,5.95029739625019e-12,17.2547172198699
"NPNT",1.27075572645937,7.86754686837234,8.11457549405327,1.74521200730467e-12,6.01598871792146e-12,17.2436314372961
"TRA2A",-0.632796731527083,6.33189093391489,-8.11175895262519,1.76925562526422e-12,6.09782894206073e-12,17.2300278792817
"SNORC",-0.441093265016665,4.49632091296809,-8.11051994782084,1.77993671421845e-12,6.13359445160851e-12,17.2240439021162
"ZBTB34",-0.776268611104168,7.77747240302128,-8.10826089921422,1.79957688316817e-12,6.20021513024637e-12,17.2131338776671
"UNC93B1",-0.7761032985875,5.89911178808511,-8.10777813889973,1.8038019153468e-12,6.21371122332216e-12,17.2108024683018
"LOC101927811",-0.84300048575,6.17488443503191,-8.10678695366269,1.81250758665463e-12,6.24263491833624e-12,17.2060157848121
"LINC00645",0.283500699798957,3.72356376897872,8.10379529415352,1.83903821810817e-12,6.33293095991762e-12,17.1915689444753
"UCHL3",-1.00652206940417,10.0478945057553,-8.10223738607207,1.85300686475234e-12,6.37994499339755e-12,17.1840461256623
"KRBOX4",0.607778703803125,6.78835751704255,8.10006979038615,1.87261812995588e-12,6.44636734042292e-12,17.1735796840771
"CYP4V2",-0.927700418203126,6.10359155814894,-8.09966101909493,1.8763395813504e-12,6.45756893227467e-12,17.1716059497054
"TMEM248",-0.501653793110417,9.24514807744681,-8.09962217435728,1.87669360665998e-12,6.45756893227467e-12,17.1714183905173
"PCDHA9",0.643287201995833,4.29890611860638,8.09960699628989,1.87683195544385e-12,6.45756893227467e-12,17.1713451042898
"OR7E104P",-0.638814730118751,5.24042003719149,-8.09828320611977,1.88893752817857e-12,6.49811251597549e-12,17.1649533722562
"GLYR1",-0.717518333751042,5.31389371658511,-8.09785301821845,1.89288815708444e-12,6.51059333238503e-12,17.1628763119608
"ST18",1.53946108368333,4.15841477138298,8.0963474037564,1.90677988205491e-12,6.55725649335735e-12,17.1556069665501
"ATP7B",1.00675078129479,5.14069912551064,8.09038148213235,1.9628307180186e-12,6.74886071239682e-12,17.1268049579034
"CPT1C",1.18233825235104,5.69607696594681,8.08991657192859,1.96726693870185e-12,6.76296178228912e-12,17.1245606470687
"AAMDC",-0.765107823063542,7.59316338151064,-8.08599950120563,2.00504277118916e-12,6.89165160948753e-12,17.1056522831524
"ZNF471",0.823447985187499,4.6044861357766,8.08594514299358,2.00557204711913e-12,6.89229705891458e-12,17.1053898985802
"SUCO",0.729912690589583,8.93551794354255,8.08583326294648,2.00666184059839e-12,6.89486822076902e-12,17.1048498597854
"LEP",-1.67735274392396,6.48739995008511,-8.08558651498731,2.00906743152456e-12,6.9019588034826e-12,17.1036588258557
"SCAMP4",-0.516057223334375,4.89641349640426,-8.081801244006,2.04633279991623e-12,7.02878401986202e-12,17.0853884369398
"NAV3",-1.23851549893021,7.93127749288298,-8.08169925022649,2.04734638013649e-12,7.03106891105916e-12,17.0848961645899
"PLXNB2",-0.416693912594794,4.93546275141489,-8.0814697851588,2.04962855594494e-12,7.03770893920326e-12,17.083788657
"AMBN",-0.403309727431248,4.99434010957447,-8.0814230635455,2.05009354244336e-12,7.03810817607319e-12,17.0835631569693
"CEACAM1",-1.30400177784375,6.09507956918085,-8.08070789536138,2.05722422245976e-12,7.06138715678661e-12,17.0801114555624
"MEIOC",1.1148004004125,5.46877235002128,8.08039203000331,2.06038145980794e-12,7.07102176556772e-12,17.0785869747301
"ZNF682",1.01635293786458,6.8222106768617,8.07987842329678,2.06552553102428e-12,7.08747055298590e-12,17.0761081456599
"SYT2",0.843213376251041,6.29516829601064,8.07916276832344,2.07271457021379e-12,7.11092948676269e-12,17.0726542155441
"PRMT3",-0.956824280695836,6.7312531432766,-8.07887072780604,2.07565538848248e-12,7.11980841362031e-12,17.0712447709555
"RNF5",0.482068141109371,4.75863311278723,8.07806765973661,2.08376364621646e-12,7.14640640128919e-12,17.0673690556477
"ZC3H7B",1.13900198100417,6.99395809209574,8.07575636730042,2.10727632368376e-12,7.22581686050107e-12,17.0562148390622
"MPL",-0.352566753968753,4.64731604201064,-8.0751295365816,2.11369847075887e-12,7.24660714036458e-12,17.053189876769
"STUM",1.050084843925,6.60852609670213,8.07509282565417,2.11407519349838e-12,7.24666773613755e-12,17.0530127183576
"RAB25",-1.82196059470313,9.80604615015957,-8.07451879969807,2.11997447840687e-12,7.26565544195719e-12,17.0502426216055
"ZNF583",0.579154301930208,5.82374013104255,8.07275866561351,2.1381658477563e-12,7.32675743722672e-12,17.0417489075443
"TMEM170B",1.44148100975417,5.94874783258511,8.07118113190398,2.1546020747588e-12,7.38182544132693e-12,17.0341366401283
"FKBP15",-0.596638702301043,4.75333524561702,-8.0694999042181,2.1722572197167e-12,7.44105014690125e-12,17.0260243066476
"FRRS1L",0.704957755749999,4.03550532054255,8.06789621996204,2.1892323050601e-12,7.49792560886271e-12,17.0182864291195
"C12orf49",-0.561709102473958,6.93047616714894,-8.06523286835132,2.21771642377441e-12,7.5941924976313e-12,17.0054362164213
"ZNF318",0.872206461686457,7.38464868191489,8.06424027547911,2.22842620205147e-12,7.62957184665052e-12,17.0006473271387
"VAT1",-0.768533978029167,10.0604641310638,-8.06379302762204,2.23326869069098e-12,7.64485447493489e-12,16.9984895591286
"LINC00926",0.839208427820836,5.7419297637766,8.06331666105454,2.23843798306658e-12,7.66125043449768e-12,16.9961913308761
"ANKRD13B",0.536953680828125,5.66463558268085,8.06224487679324,2.25011206062289e-12,7.69990025763848e-12,16.9910206045589
"LOC101929372",-0.407282921183333,5.39506455273404,-8.06053885564256,2.2688195691338e-12,7.76260135003007e-12,16.9827903220332
"CACTIN",-0.530946646553124,5.96752339104255,-8.0603327682623,2.27108989730311e-12,7.76905210123198e-12,16.9817961256138
"TRAPPC1",-1.17218792196354,8.66612778601064,-8.05970003742298,2.27807442079798e-12,7.79162447635411e-12,16.9787437666078
"SLC30A3",0.782898717437497,7.2577398393617,8.05501651597013,2.33044397557287e-12,7.96939186021473e-12,16.9561513569617
"OR7E24",0.446768300654167,4.11164493668085,8.05392508367462,2.34281925455888e-12,8.01035422916515e-12,16.9508868472568
"PHKA1",1.10116987060833,5.71939603437234,8.05212202614325,2.36340687406673e-12,8.07937685286058e-12,16.9421901130693
